cohort,status,reason,n_total,n_occ_nonmissing,n_matched_exact,n_matched_prefix_only,n_matched_any,n_unmatched,pct_matched_any,n_unique_census_codes,n_unique_census_codes_matched,mean_required_education_years,mean_bachelor_plus_share,modal_required_education_category,modal_required_education_label,source_data,census_source,ete_source,ete_categories_source
nlsy79,computed,,9261,5233,2172,899,3071,2162,0.5868526657748901,321,204,14.008945580468591,0.37808281246608055,2,"High School Diploma - or the equivalent (for example, GED)",data/processed/nlsy79_cfa_resid.csv,https://www.census.gov/content/dam/Census/about/about-the-bureau/adrm/data-linkage/HUDMetadata/HUD-MTO/IndustryOccupationCodes/2002%20Census%20Occupation%20Codes.pdf,"https://www.onetcenter.org/dl_files/database/db_30_2_text/Education,%20Training,%20and%20Experience.txt","https://www.onetcenter.org/dl_files/database/db_30_2_text/Education,%20Training,%20and%20Experience%20Categories.txt"
