cohort,status,reason,n_total,n_occ_nonmissing,n_matched_exact,n_matched_prefix_only,n_matched_any,n_unmatched,pct_matched_any,n_unique_census_codes,n_unique_census_codes_matched,mean_job_zone,source_data,census_source,job_zones_source
nlsy79,computed,,9261,5233,2213,900,3113,2120,0.5948786546913816,321,208,3.137923619372382,data/processed/nlsy79_cfa_resid.csv,https://www.census.gov/content/dam/Census/about/about-the-bureau/adrm/data-linkage/HUDMetadata/HUD-MTO/IndustryOccupationCodes/2002%20Census%20Occupation%20Codes.pdf,https://www.onetcenter.org/dl_files/database/db_30_2_text/Job%20Zones.txt
