cohort,status,reason,outcome,model_family,mismatch_threshold_years,n_total,n_occ_nonmissing,n_matched_any,n_used,n_positive,prevalence,beta_g,SE_beta_g,p_value_beta_g,odds_ratio_g,beta_age,SE_beta_age,p_value_beta_age,r2_or_pseudo_r2,mean_outcome,source_data,census_source,ete_source,ete_categories_source
nlsy79,computed,,mismatch_years,ols,2.0,9261,5233,3071,3071,,,0.9191915729595266,0.05751436038383013,1.707234926010721e-57,,0.03987768905705199,0.026129989725627932,0.12697817974935596,0.07691030794596043,-0.5149696768541342,data/processed/nlsy79_cfa_resid.csv,https://www.census.gov/content/dam/Census/about/about-the-bureau/adrm/data-linkage/HUDMetadata/HUD-MTO/IndustryOccupationCodes/2002%20Census%20Occupation%20Codes.pdf,"https://www.onetcenter.org/dl_files/database/db_30_2_text/Education,%20Training,%20and%20Experience.txt","https://www.onetcenter.org/dl_files/database/db_30_2_text/Education,%20Training,%20and%20Experience%20Categories.txt"
nlsy79,computed,,abs_mismatch_years,ols,2.0,9261,5233,3071,3071,,,0.08338345511621877,0.04111472237777905,0.04255330253593116,,-0.010766517907817014,0.018679287505481035,0.564352926816907,0.0015051605686268177,1.9826194732598346,data/processed/nlsy79_cfa_resid.csv,https://www.census.gov/content/dam/Census/about/about-the-bureau/adrm/data-linkage/HUDMetadata/HUD-MTO/IndustryOccupationCodes/2002%20Census%20Occupation%20Codes.pdf,"https://www.onetcenter.org/dl_files/database/db_30_2_text/Education,%20Training,%20and%20Experience.txt","https://www.onetcenter.org/dl_files/database/db_30_2_text/Education,%20Training,%20and%20Experience%20Categories.txt"
nlsy79,computed,,overeducated,logit,2.0,9261,5233,3071,3071,432,0.14067079127320092,1.0105285801459292,0.07590898355409809,1.9615548474548327e-40,2.7470526688259898,0.033042293096905706,0.030786005626246834,0.2831412956386862,0.08196709155339743,0.14067079127320092,data/processed/nlsy79_cfa_resid.csv,https://www.census.gov/content/dam/Census/about/about-the-bureau/adrm/data-linkage/HUDMetadata/HUD-MTO/IndustryOccupationCodes/2002%20Census%20Occupation%20Codes.pdf,"https://www.onetcenter.org/dl_files/database/db_30_2_text/Education,%20Training,%20and%20Experience.txt","https://www.onetcenter.org/dl_files/database/db_30_2_text/Education,%20Training,%20and%20Experience%20Categories.txt"
nlsy79,computed,,undereducated,logit,2.0,9261,5233,3071,3071,779,0.25366330185607294,-0.4239899988490446,0.05343709353879636,2.115560656620223e-15,0.6544304269336192,-0.024684288853848654,0.02397385338432869,0.3031819601221061,0.018630820457375297,0.25366330185607294,data/processed/nlsy79_cfa_resid.csv,https://www.census.gov/content/dam/Census/about/about-the-bureau/adrm/data-linkage/HUDMetadata/HUD-MTO/IndustryOccupationCodes/2002%20Census%20Occupation%20Codes.pdf,"https://www.onetcenter.org/dl_files/database/db_30_2_text/Education,%20Training,%20and%20Experience.txt","https://www.onetcenter.org/dl_files/database/db_30_2_text/Education,%20Training,%20and%20Experience%20Categories.txt"
