cohort,status,reason,outcome,n_total,n_occ_nonmissing,n_used,age_col,beta_g,SE_beta_g,p_value_beta_g,beta_age,SE_beta_age,p_value_beta_age,r2,mean_job_zone,source_data,census_source,job_zones_source
nlsy79,computed,,job_zone,9261,5233,3113,age_2000,0.3378198205683941,0.02236509662445971,1.506126808215099e-51,0.010396847000709591,0.010207459122807766,0.30841481345836363,0.06834749548917463,3.1379236193723825,data/processed/nlsy79_cfa_resid.csv,https://www.census.gov/content/dam/Census/about/about-the-bureau/adrm/data-linkage/HUDMetadata/HUD-MTO/IndustryOccupationCodes/2002%20Census%20Occupation%20Codes.pdf,https://www.onetcenter.org/dl_files/database/db_30_2_text/Job%20Zones.txt
