cohort,d_g,SE_d_g,ci_low_d_g,ci_high_d_g,IQ_diff,SE,ci_low,ci_high
nlsy79,0.305101051985951,0.0324285443528164,0.24154110505443085,0.36866099891747117,4.576515779789265,0.486428165292246,3.623116575816463,5.529914983762067
