cohort,year,model,status,reason,sample_definition,outcome_col,age_col,n_total,n_used,n_positive,prevalence,mean_outcome,beta_g,SE_beta_g,p_value_beta_g,odds_ratio_g,beta_age,SE_beta_age,p_value_age,r2_or_pseudo_r2,source_data
nlsy97,2019,any_ui_receipt,computed,,"all respondents with non-missing ui_spells_2019, age_2019, and g_proxy; outcome is any unemployment-insurance spells in 2019",ui_spells_2019,age_2019,6992,134,99,0.7388059701492538,0.7611940298507462,0.4143588510703288,0.2987934156758637,0.16551077864046881,1.5134001147036849,-0.01237822095593709,0.1310007372202116,0.924720160432713,0.01325101678462115,data/processed/nlsy97_cfa_resid.csv
nlsy97,2021,any_ui_receipt,computed,,"all respondents with non-missing ui_spells_2021, age_2021, and g_proxy; outcome is any unemployment-insurance spells in 2021",ui_spells_2021,age_2021,6992,378,150,0.3968253968253968,0.42328042328042326,0.1518426897298092,0.14285916534272408,0.28783465932887886,1.1639771164744765,0.057864470673609725,0.07057528273146897,0.4122747618052397,0.003420128666994926,data/processed/nlsy97_cfa_resid.csv
nlsy97,2019,log1p_ui_spells,computed,,"all respondents with non-missing ui_spells_2019, age_2019, and g_proxy; outcome is log1p UI spell count in 2019",ui_spells_2019,age_2019,6992,134,99,0.7388059701492538,0.5211788522370081,0.05991690212199729,0.04034989028846028,0.13996383425489684,,-0.007090502449888704,0.018237232459519612,0.6980607163291485,0.01875559663076498,data/processed/nlsy97_cfa_resid.csv
nlsy97,2021,log1p_ui_spells,computed,,"all respondents with non-missing ui_spells_2021, age_2021, and g_proxy; outcome is log1p UI spell count in 2021",ui_spells_2021,age_2021,6992,378,150,0.3968253968253968,0.28578499514569694,0.023548530464868447,0.024995503753194186,0.3467425054651609,,0.003815879526380343,0.01237678880416461,0.7580181517689589,0.0025539751262684263,data/processed/nlsy97_cfa_resid.csv
nlsy97,2019,log1p_ui_amount,computed,,"all respondents with non-missing ui_amount_2019, age_2019, and g_proxy; outcome is log1p UI amount in 2019",ui_amount_2019,age_2019,6992,112,112,1.0,7.984739229694441,0.18175285564309468,0.16482503530729897,0.2725854249750257,,-0.029681719666174368,0.07009648527200944,0.6728079604870733,0.013471925428152898,data/processed/nlsy97_cfa_resid.csv
nlsy97,2021,log1p_ui_amount,computed,,"all respondents with non-missing ui_amount_2021, age_2021, and g_proxy; outcome is log1p UI amount in 2021",ui_amount_2021,age_2021,6992,343,343,1.0,8.66790566546125,-0.24664614249178873,0.09603647029889571,0.01064771659972399,,0.04896061609537559,0.04732727995430261,0.3016323397933462,0.022471702542517957,data/processed/nlsy97_cfa_resid.csv
