cohort,outcome,model,status,reason,baseline_col,followup_col,age_start_col,age_end_col,n_total,n_two_wave,n_used,n_positive,prevalence,instability_cutoff,mean_age_gap,mean_abs_annualized_log_change,mean_signed_annualized_log_change,beta_g,SE_beta_g,p_value_beta_g,odds_ratio_g,beta_baseline,SE_beta_baseline,p_value_beta_baseline,r2_or_pseudo_r2,source_data
nlsy97,household_income,abs_annualized_log_change,computed,,household_income_2019,household_income_2021,age_2019,age_2021,6992,3713,3713,,,,2.0495556154053327,0.48072635794248914,0.04329382004535409,-0.061279988114415866,0.025614143266174946,0.016786798158274236,,-0.2580986430286472,0.008877120356193195,1.3204261677826294e-167,0.2161842063267404,data/processed/nlsy97_cfa_resid.csv
nlsy97,household_income,high_instability_top_quartile,computed,,household_income_2019,household_income_2021,age_2019,age_2021,6992,3713,3713,929.0,0.25020199299757606,0.32174405662396843,2.0495556154053327,0.48072635794248914,0.04329382004535409,-0.31423477898731517,0.05264651192683844,2.390527577611016e-09,0.7303475377737364,-0.17803435347636518,0.017476875814416343,2.2699501495765673e-24,0.05376319124290707,data/processed/nlsy97_cfa_resid.csv
nlsy97,annual_earnings,abs_annualized_log_change,computed,,annual_earnings_2019,annual_earnings_2021,age_2019,age_2021,6992,3642,3642,,,,2.047226798462383,0.2502025320889325,0.05336918354179559,0.0645629971205019,0.011478099964984443,1.9962315399212982e-08,,-0.3120679703556971,0.007238312190373532,0.0,0.3411409976444043,data/processed/nlsy97_cfa_resid.csv
nlsy97,annual_earnings,high_instability_top_quartile,computed,,annual_earnings_2019,annual_earnings_2021,age_2019,age_2021,6992,3642,3642,911.0,0.2501372872048325,0.22862240568781966,2.047226798462383,0.2502025320889325,0.05336918354179559,0.03561518155988398,0.05729246045691825,0.5341798015932746,1.0362569989520058,-0.8908510878322049,0.05430590074604505,1.781252377238984e-60,0.1031450111482829,data/processed/nlsy97_cfa_resid.csv
