outcome,cohort_a,cohort_b,status,reason,beta_a,beta_b,diff_b_minus_a,SE_diff,z_diff,p_value_diff,ci_low_diff,ci_high_diff,source_estimates
education,nlsy79,nlsy97,computed,,1.652441784199825,1.9921594053269414,0.33971762112711645,0.07373106870398283,4.607523356144782,4.074934441361001e-06,0.1952047264673101,0.4842305157869228,"data/processed/nlsy79_cfa_resid.csv,data/processed/nlsy97_cfa_resid.csv"
education,nlsy79,cnlsy,computed,,1.652441784199825,1.4673818518051531,-0.18505993239467178,0.20372331235449606,-0.9083885896801619,0.363672952065068,-0.584357624609484,0.21423775982014048,"data/processed/nlsy79_cfa_resid.csv,data/processed/cnlsy_cfa_resid.csv"
education,nlsy97,cnlsy,computed,,1.9921594053269414,1.4673818518051531,-0.5247775535217882,0.21313373213821796,-2.462198490389443,0.013808822201850488,-0.9425196685126954,-0.10703543853088104,"data/processed/nlsy97_cfa_resid.csv,data/processed/cnlsy_cfa_resid.csv"
household_income,nlsy79,nlsy97,computed,,28005.381607477935,18893.366411046118,-9112.015196431817,1281.005871377687,-7.113172078307566,1.1340573697644478e-12,-11622.786704332084,-6601.243688531551,"data/processed/nlsy79_cfa_resid.csv,data/processed/nlsy97_cfa_resid.csv"
net_worth,nlsy79,nlsy97,computed,,125746.50550744319,27260.051767896475,-98486.4537395467,5822.249132069685,-16.91553410125837,3.4566863477823696e-64,-109898.0620384033,-87074.84544069011,"data/processed/nlsy79_cfa_resid.csv,data/processed/nlsy97_cfa_resid.csv"
