cohort,ses_bin,status,reason,g_construct,n_total,n_male,n_female,mean_male,mean_female,var_male,var_female,d_g,d_g_proxy,SE_d_g,ci_low_d_g,ci_high_d_g,source_data
nlsy79,high,computed,,g_proxy,1577,777,800,0.6030758849286214,0.29071581334534835,0.4805097813735332,0.38762248324804616,0.4741083048836034,0.4741083048836034,0.0510721019698953,0.3740069850226086,0.5742096247445981,data/processed/nlsy79_cfa_resid.csv
nlsy79,low,computed,,g_proxy,1579,690,889,-0.46197773925970353,-0.5285448188376481,0.6506934167692491,0.48646786127726765,0.08828023293777215,0.08828023293777215,0.050760276912751784,-0.011209909811221344,0.18777037568676563,data/processed/nlsy79_cfa_resid.csv
nlsy79,mid,computed,,g_proxy,1580,776,804,0.1298015946588575,-0.10225552911941121,0.6474970598048562,0.4379810461353007,0.31499188750299767,0.31499188750299767,0.050634764569575025,0.21574774894663062,0.4142360260593647,data/processed/nlsy79_cfa_resid.csv
nlsy97,high,computed,,g_proxy,1734,843,891,0.30116800046108777,0.2503165983409943,0.5845890942246393,0.3919163478564748,0.07277472885753003,0.07277472885753003,0.04806353077912317,-0.021429791469551374,0.16697924918461143,data/processed/nlsy97_cfa_resid.csv
nlsy97,low,computed,,g_proxy,1738,866,872,-0.30474251538897745,-0.39368833880879567,0.767307735907406,0.5826929742318904,0.10826138015436451,0.10826138015436451,0.04800936501944586,0.014163024716250625,0.20235973559247838,data/processed/nlsy97_cfa_resid.csv
nlsy97,mid,computed,,g_proxy,1741,913,828,0.1539332882576624,0.07550690777267659,0.6403958799268821,0.4553157761144831,0.10595684765555144,0.10595684765555144,0.048023407657234674,0.011830968647371487,0.2000827266637314,data/processed/nlsy97_cfa_resid.csv
cnlsy,high,computed,,g_proxy,61,37,24,0.212947871411369,0.1833937112511833,0.6223963605990195,0.3085765029818673,0.04331767207692569,0.04331767207692569,0.26212515248284113,-0.47044762678944285,0.5570829709432943,data/processed/cnlsy_cfa_resid.csv
cnlsy,low,computed,,g_proxy,81,28,53,0.28805140111537725,-0.12622397440016236,0.7287446175360981,0.4533891420228333,0.5388536232527479,0.5388536232527479,0.2375288449588335,0.07329708713343425,1.0044101593720616,data/processed/cnlsy_cfa_resid.csv
cnlsy,mid,computed,,g_proxy,40,23,17,0.1688048700214871,-0.21778262773919677,0.589469743196624,0.60221641672876,0.5008202202735341,0.5008202202735341,0.3249647137608681,-0.1361106186977673,1.1377510592448354,data/processed/cnlsy_cfa_resid.csv
