cohort,status,reason,group,mismatch_threshold_years,n_total,n_occ_nonmissing,n_matched_any,n_used,share_used,mean_mismatch_years,mean_abs_mismatch_years,mean_g_proxy,mean_education_years,mean_required_education_years,mean_annual_earnings,mean_household_income,source_data,census_source,ete_source,ete_categories_source
nlsy79,computed,,overall,2.0,9261,5233,3071,3071,1.0,-0.5149696768541342,1.9826194732598346,-0.01888202693695164,13.493975903614459,14.008945580468591,17027.306446053084,55472.772545889864,data/processed/nlsy79_cfa_resid.csv,https://www.census.gov/content/dam/Census/about/about-the-bureau/adrm/data-linkage/HUDMetadata/HUD-MTO/IndustryOccupationCodes/2002%20Census%20Occupation%20Codes.pdf,"https://www.onetcenter.org/dl_files/database/db_30_2_text/Education,%20Training,%20and%20Experience.txt","https://www.onetcenter.org/dl_files/database/db_30_2_text/Education,%20Training,%20and%20Experience%20Categories.txt"
nlsy79,computed,,undereducated,2.0,9261,5233,3071,779,0.25366330185607294,-3.8917409863072305,3.8917409863072305,-0.215266529371434,11.875481386392812,15.767222372700044,14554.37870619946,49793.2229299363,data/processed/nlsy79_cfa_resid.csv,https://www.census.gov/content/dam/Census/about/about-the-bureau/adrm/data-linkage/HUDMetadata/HUD-MTO/IndustryOccupationCodes/2002%20Census%20Occupation%20Codes.pdf,"https://www.onetcenter.org/dl_files/database/db_30_2_text/Education,%20Training,%20and%20Experience.txt","https://www.onetcenter.org/dl_files/database/db_30_2_text/Education,%20Training,%20and%20Experience%20Categories.txt"
nlsy79,computed,,matched_band,2.0,9261,5233,3071,1860,0.6056659068707262,-0.05781889970558059,0.8060326182155657,-0.05106026541845534,13.341397849462366,13.399216749167946,16954.077010838562,51937.53496042216,data/processed/nlsy79_cfa_resid.csv,https://www.census.gov/content/dam/Census/about/about-the-bureau/adrm/data-linkage/HUDMetadata/HUD-MTO/IndustryOccupationCodes/2002%20Census%20Occupation%20Codes.pdf,"https://www.onetcenter.org/dl_files/database/db_30_2_text/Education,%20Training,%20and%20Experience.txt","https://www.onetcenter.org/dl_files/database/db_30_2_text/Education,%20Training,%20and%20Experience%20Categories.txt"
nlsy79,computed,,overeducated,2.0,9261,5233,3071,432,0.14067079127320092,3.605873852237655,3.605873852237655,0.47379170216503597,17.069444444444443,13.46357059220679,21862.980295566504,80130.72099447514,data/processed/nlsy79_cfa_resid.csv,https://www.census.gov/content/dam/Census/about/about-the-bureau/adrm/data-linkage/HUDMetadata/HUD-MTO/IndustryOccupationCodes/2002%20Census%20Occupation%20Codes.pdf,"https://www.onetcenter.org/dl_files/database/db_30_2_text/Education,%20Training,%20and%20Experience.txt","https://www.onetcenter.org/dl_files/database/db_30_2_text/Education,%20Training,%20and%20Experience%20Categories.txt"
