cohort,outcome,model_type,status,reason,outcome_col,age_col,n_total,n_used,n_positive,prevalence,mean_outcome,beta_g,SE_beta_g,p_value_beta_g,odds_ratio_g,beta_age,SE_beta_age,p_value_beta_age,r2_or_pseudo_r2,source_data
cnlsy,enrolled_2014,logit,not_feasible,outcome_not_binary_zero_one,enrolled_2014,age_2014,545,,,,,,,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,education_years_2014,ols,computed,,education_years_2014,age_2014,545,171,,,2.0701754385964914,0.06731906808112406,0.039717009997253805,0.09193415766402847,,0.19630938633902417,0.05385026882951984,0.00035558801252067883,0.08775320685373678,data/processed/cnlsy_cfa_resid.csv
cnlsy,family_income_2014,ols,computed,,family_income_2014,age_2014,545,69,,,89165.39130434782,45420.746207251555,11107.908715424432,0.00011997215042936495,,9872.407930429374,17058.389949918324,0.5647331079158082,0.21030913482829972,data/processed/cnlsy_cfa_resid.csv
cnlsy,num_current_jobs_2014,ols,computed,,num_current_jobs_2014,age_2014,545,171,,,0.2807017543859649,-0.007439661539849854,0.0482070491784408,0.8775369480722564,,-0.021045510721961255,0.06536148007910002,0.7478632608442279,0.0007582273349392432,data/processed/cnlsy_cfa_resid.csv
cnlsy,total_hours_2014,ols,not_feasible,insufficient_rows,total_hours_2014,age_2014,545,,,,,,,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,wage_income_2014,ols,computed,,wage_income_2014,age_2014,545,154,,,1015.012987012987,107.05552373640569,194.82801979373536,0.5834828139332761,,53.973552981474604,268.2574609822295,0.8408125205350947,0.002242832621087265,data/processed/cnlsy_cfa_resid.csv
