cohort,status,reason,VR_g,SE_logVR,ci_low,ci_high
nlsy79,computed,,1.31059540705585,0.2710371301686421,0.7297621532265788,1.3704624612829803
nlsy97,computed,,1.245854674407947,0.180810134966312,0.7879636171299941,1.3037206203042182
cnlsy,computed,,1.12019258015796,0.21699393201005035,0.6874947964062532,1.4976666067147135
