cohort,outcome,predictor_type,predictor,status,reason,outcome_col,n_total,n_used,pearson,spearman,beta_predictor,SE_beta_predictor,p_value_beta_predictor,r2,source_data
nlsy97,act_2007,factor,verbal,computed,,act_2007_bin,6992,1701,0.6289223639900542,0.653443100846592,0.6670098114134881,0.02000419494517278,5.721403849501117e-188,0.395543339926838,data/processed/nlsy97_cfa_resid.csv
nlsy97,act_2007,factor,technical,computed,,act_2007_bin,6992,1701,0.553169459328606,0.5696351024195864,0.6051000125055158,0.022108186710696892,6.02699840160189e-137,0.30599645073390225,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,subtest,NO,not_feasible,missing_outcome_column,,6992,0,,,,,,,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,subtest,CS,not_feasible,missing_outcome_column,,6992,0,,,,,,,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,subtest,AR,not_feasible,missing_outcome_column,,6992,0,,,,,,,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,subtest,MK,not_feasible,missing_outcome_column,,6992,0,,,,,,,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,subtest,WK,not_feasible,missing_outcome_column,,6992,0,,,,,,,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,subtest,PC,not_feasible,missing_outcome_column,,6992,0,,,,,,,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,subtest,GS,not_feasible,missing_outcome_column,,6992,0,,,,,,,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,subtest,AS,not_feasible,missing_outcome_column,,6992,0,,,,,,,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,subtest,MC,not_feasible,missing_outcome_column,,6992,0,,,,,,,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,subtest,EI,not_feasible,missing_outcome_column,,6992,0,,,,,,,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,factor,speed,not_feasible,missing_outcome_column,,6992,0,,,,,,,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,factor,math,not_feasible,missing_outcome_column,,6992,0,,,,,,,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,factor,verbal,not_feasible,missing_outcome_column,,6992,0,,,,,,,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,factor,technical,not_feasible,missing_outcome_column,,6992,0,,,,,,,data/processed/nlsy97_cfa_resid.csv
nlsy97,household_income,subtest,NO,computed,,household_income,6992,5213,0.19616299041322713,0.24013218845536924,10908.52833395461,755.3839159318444,2.2222259984296788e-46,0.03847991880786006,data/processed/nlsy97_cfa_resid.csv
nlsy97,household_income,subtest,CS,computed,,household_income,6992,5213,0.17172262026199675,0.21730094215277407,9588.300210524994,761.9980986687865,8.630457637036615e-36,0.0294886583096462,data/processed/nlsy97_cfa_resid.csv
nlsy97,household_income,subtest,AR,computed,,household_income,6992,5213,0.25570709207527026,0.31869444498487187,14114.590604872023,739.232564129001,1.3085879619145785e-78,0.06538611693759078,data/processed/nlsy97_cfa_resid.csv
nlsy97,household_income,subtest,MK,computed,,household_income,6992,5213,0.27060503913431305,0.3322853647738013,14973.02674643655,737.9039754823373,3.623191058514026e-88,0.07322708720488336,data/processed/nlsy97_cfa_resid.csv
nlsy97,household_income,subtest,WK,computed,,household_income,6992,5213,0.22599134020961162,0.2805108121794144,12517.961419282821,747.4770889628513,2.338800128459257e-61,0.05107208584973677,data/processed/nlsy97_cfa_resid.csv
nlsy97,household_income,subtest,PC,computed,,household_income,6992,5213,0.23276214787413235,0.29551718352794487,12951.991361760845,749.6668540310363,4.428590971135194e-65,0.054178217482979574,data/processed/nlsy97_cfa_resid.csv
nlsy97,household_income,subtest,GS,computed,,household_income,6992,5213,0.2383989377833659,0.2997672068171689,13165.448677281505,742.9590338331934,2.845170423844934e-68,0.05683405353623738,data/processed/nlsy97_cfa_resid.csv
nlsy97,household_income,subtest,AS,computed,,household_income,6992,5213,0.1554841093923042,0.22768686980603414,8653.816714059985,761.6352700305009,1.434516351879546e-29,0.024175308273518215,data/processed/nlsy97_cfa_resid.csv
nlsy97,household_income,subtest,MC,computed,,household_income,6992,5213,0.23053048259451994,0.2886617146506813,12694.438168612302,742.277825426689,7.703533034809072e-64,0.05314430340526233,data/processed/nlsy97_cfa_resid.csv
nlsy97,household_income,subtest,EI,computed,,household_income,6992,5213,0.19165373973709088,0.25607594125014344,10611.606849277126,752.7956027059644,2.5877978632044843e-44,0.03673115595521281,data/processed/nlsy97_cfa_resid.csv
nlsy97,household_income,factor,speed,computed,,household_income,6992,5213,0.2076085534611395,0.25895832031202437,13055.086711345068,852.1321702385547,7.424039524669201e-52,0.04310131147022722,data/processed/nlsy97_cfa_resid.csv
nlsy97,household_income,factor,math,computed,,household_income,6992,5213,0.2769360549557949,0.3423279146289089,16106.81809095604,774.1812413300914,2.035681510637259e-92,0.07669357853447933,data/processed/nlsy97_cfa_resid.csv
nlsy97,household_income,factor,verbal,computed,,household_income,6992,5213,0.24388194622545248,0.3047366921566911,14396.483348497752,793.05008626663,1.850579392018309e-71,0.05947840369471491,data/processed/nlsy97_cfa_resid.csv
nlsy97,household_income,factor,technical,computed,,household_income,6992,5213,0.23374336192779305,0.3064600866500411,14808.150581592608,853.2976285521921,1.2493655684159694e-65,0.05463595924530751,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,subtest,NO,computed,,net_worth,6992,5297,0.09730724989305758,0.1015647624621743,13132.422960739961,1845.8686013295137,1.2726795541166666e-12,0.00946870088174978,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,subtest,CS,computed,,net_worth,6992,5297,0.09674532155508633,0.10232562342637798,13118.562190874562,1854.7325292954392,1.712819205455698e-12,0.00935965724279686,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,subtest,AR,computed,,net_worth,6992,5297,0.16625982985797197,0.1836065689164187,22134.21627797075,1804.0844249566,3.853120267138149e-34,0.027642331024401612,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,subtest,MK,computed,,net_worth,6992,5297,0.15191557946058806,0.15753926334490068,20322.595898294254,1817.0787665776563,1.0200813835819008e-28,0.02307834328284608,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,subtest,WK,computed,,net_worth,6992,5297,0.11370320733947345,0.1284029624647516,15266.029469010175,1833.1361535776423,1.0380320029027843e-16,0.012928419359283239,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,subtest,PC,computed,,net_worth,6992,5297,0.13511138728364505,0.13745486305197868,18079.869368300504,1822.089404262315,5.265544897037586e-23,0.018255086973711032,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,subtest,GS,computed,,net_worth,6992,5297,0.1457393378987678,0.16313051280039464,19409.53102043365,1810.6870009164452,1.5418275251917606e-26,0.021239954611170897,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,subtest,AS,computed,,net_worth,6992,5297,0.11762372652027495,0.15069665931254353,15858.238915556552,1839.9319342687893,8.809689862820405e-18,0.013835341040516203,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,subtest,MC,computed,,net_worth,6992,5297,0.15979808608804516,0.19595865848585434,21353.942179650367,1812.827722170189,1.234437740409285e-31,0.025535428317402298,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,subtest,EI,computed,,net_worth,6992,5297,0.11885321351077105,0.13863152917767424,15935.461147446722,1829.4957826572972,3.995046059445084e-18,0.014126086361836765,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,factor,speed,computed,,net_worth,6992,5297,0.10912047012782077,0.11305041941819366,16601.480510562335,2078.291491922896,1.6689278164006155e-15,0.011907277000916316,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,factor,math,computed,,net_worth,6992,5297,0.16740401510628294,0.17907915517039003,23505.70935874353,1902.4018386415087,1.3531465502250164e-34,0.028024104273704276,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,factor,verbal,computed,,net_worth,6992,5297,0.13216763006394638,0.14098117770584742,18817.838013449462,1939.4783248174833,4.486772183459788e-22,0.01746828243671983,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,factor,technical,computed,,net_worth,6992,5297,0.15507930852592733,0.18816303076662672,23758.44318753799,2079.9122665861228,7.180175697431494e-30,0.024049591932879588,data/processed/nlsy97_cfa_resid.csv
nlsy97,education,subtest,NO,computed,,education_years,6992,6921,0.26444985686092815,0.41629145362032005,1.265999467446512,0.055504151685930606,4.290933519034425e-111,0.06993372679376542,data/processed/nlsy97_cfa_resid.csv
nlsy97,education,subtest,CS,computed,,education_years,6992,6921,0.23170841829184927,0.3752245036104846,1.108503326804561,0.05594876636741695,5.0749337879523906e-85,0.05368879110731073,data/processed/nlsy97_cfa_resid.csv
nlsy97,education,subtest,AR,computed,,education_years,6992,6921,0.3021739939321501,0.4723805029399239,1.446188795384299,0.05484718294997749,4.382851921265533e-146,0.09130912260890722,data/processed/nlsy97_cfa_resid.csv
nlsy97,education,subtest,MK,computed,,education_years,6992,6921,0.3431375370444138,0.5464300423636885,1.6429526775495544,0.054067043866097036,1.7046271903032919e-190,0.11774336932890661,data/processed/nlsy97_cfa_resid.csv
nlsy97,education,subtest,WK,computed,,education_years,6992,6921,0.29950662765831826,0.4617986720157061,1.43232215057283,0.054853440254025984,1.9807163320839116e-143,0.08970422001125855,data/processed/nlsy97_cfa_resid.csv
nlsy97,education,subtest,PC,computed,,education_years,6992,6921,0.3238208721984647,0.5050192099832551,1.5491524113197215,0.05441431124050925,1.0912560743018105e-168,0.10485995727137454,data/processed/nlsy97_cfa_resid.csv
nlsy97,education,subtest,GS,computed,,education_years,6992,6921,0.28681821981077243,0.4431904647254824,1.3725039463614517,0.05511171439345674,3.504175516850916e-131,0.0822646912154209,data/processed/nlsy97_cfa_resid.csv
nlsy97,education,subtest,AS,computed,,education_years,6992,6921,0.11933351028894952,0.20516788435666805,0.5706747503910207,0.05708080178842713,2.2469592322037402e-23,0.014240486677883024,data/processed/nlsy97_cfa_resid.csv
nlsy97,education,subtest,MC,computed,,education_years,6992,6921,0.2333774324033677,0.3646668427382412,1.1181389497135505,0.05600851423501397,2.9471996384243234e-86,0.05446502595518865,data/processed/nlsy97_cfa_resid.csv
nlsy97,education,subtest,EI,computed,,education_years,6992,6921,0.21869147461880406,0.34232357213152753,1.0463455824162282,0.05612802940947623,1.0232826860817742e-75,0.047825961070947165,data/processed/nlsy97_cfa_resid.csv
nlsy97,education,factor,speed,computed,,education_years,6992,6921,0.27979510637059,0.44595663976943695,1.5102275249710815,0.06229868192339606,1.1375335916612634e-124,0.07828530154892999,data/processed/nlsy97_cfa_resid.csv
nlsy97,education,factor,math,computed,,education_years,6992,6921,0.3400237484102036,0.5376555628561944,1.7153289747596467,0.05703440423056307,7.14125125194731e-187,0.11561614948292542,data/processed/nlsy97_cfa_resid.csv
nlsy97,education,factor,verbal,computed,,education_years,6992,6921,0.33177991618633107,0.514456424094527,1.6893852631813562,0.057747466543493664,1.7528371601426985e-177,0.1100779127846091,data/processed/nlsy97_cfa_resid.csv
nlsy97,education,factor,technical,computed,,education_years,6992,6921,0.24662426360603223,0.38705912112466784,1.3568390440656426,0.06409799836217202,2.0316890673875927e-96,0.060823527399217814,data/processed/nlsy97_cfa_resid.csv
cnlsy,sat_math_2007,subtest,PPVT,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,sat_math_2007,subtest,PIAT_RR,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,sat_math_2007,subtest,PIAT_RC,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,sat_math_2007,subtest,PIAT_MATH,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,sat_math_2007,subtest,DIGITSPAN,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,sat_verbal_2007,subtest,PPVT,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,sat_verbal_2007,subtest,PIAT_RR,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,sat_verbal_2007,subtest,PIAT_RC,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,sat_verbal_2007,subtest,PIAT_MATH,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,sat_verbal_2007,subtest,DIGITSPAN,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,act_2007,subtest,PPVT,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,act_2007,subtest,PIAT_RR,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,act_2007,subtest,PIAT_RC,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,act_2007,subtest,PIAT_MATH,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,act_2007,subtest,DIGITSPAN,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,earnings,subtest,PPVT,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,earnings,subtest,PIAT_RR,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,earnings,subtest,PIAT_RC,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,earnings,subtest,PIAT_MATH,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,earnings,subtest,DIGITSPAN,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,household_income,subtest,PPVT,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,household_income,subtest,PIAT_RR,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,household_income,subtest,PIAT_RC,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,household_income,subtest,PIAT_MATH,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,household_income,subtest,DIGITSPAN,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,net_worth,subtest,PPVT,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,net_worth,subtest,PIAT_RR,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,net_worth,subtest,PIAT_RC,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,net_worth,subtest,PIAT_MATH,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,net_worth,subtest,DIGITSPAN,not_feasible,missing_outcome_column,,545,0,,,,,,,data/processed/cnlsy_cfa_resid.csv
cnlsy,education,subtest,PPVT,computed,,education_years,545,236,0.30212576526982354,0.3057613997991646,0.7476862502630541,0.15421930816045598,2.271371399886048e-06,0.09127997803987631,data/processed/cnlsy_cfa_resid.csv
cnlsy,education,subtest,PIAT_RR,computed,,education_years,545,536,0.3646611752450298,0.3737862141702058,0.8079213855566185,0.08927380876499053,2.66082694756943e-18,0.13297777273108635,data/processed/cnlsy_cfa_resid.csv
cnlsy,education,subtest,PIAT_RC,computed,,education_years,545,527,0.3233120365580215,0.3118581068209777,0.7122198393629696,0.09097831714880104,2.7450470272949805e-14,0.10453067298329521,data/processed/cnlsy_cfa_resid.csv
cnlsy,education,subtest,PIAT_MATH,computed,,education_years,545,533,0.3192890174801416,0.308172502308048,0.7045338732118944,0.09074485053976808,4.265485162928041e-14,0.10194547668343434,data/processed/cnlsy_cfa_resid.csv
cnlsy,education,subtest,DIGITSPAN,computed,,education_years,545,417,0.22408028610424027,0.23611125460750257,0.4716254156023671,0.10068918999838147,3.818840524779962e-06,0.05021197462055815,data/processed/cnlsy_cfa_resid.csv
